The Driver List in Sorted Order is:

UID		License No.	Penalty
1000046,	3945983,	0
1000046,	3945983,	0
1000866,	9118578,	0
1000866,	9118578,	0
1001649,	4513648,	0
1001649,	4513648,	0
1002828,	6386487,	0
1002828,	6386487,	0
1003281,	3862666,	0
1003281,	3862666,	0
1003495,	6611059,	0
1003495,	6611059,	0
1003532,	8530313,	0
1003532,	8530313,	0
1004070,	7267937,	0
1004070,	7267937,	0
1004221,	8609551,	0
1004221,	8609551,	0
1004480,	3866352,	0
1004480,	3866352,	0
1004748,	7342399,	0
1004748,	7342399,	0
1004817,	1412261,	0
1004817,	1412261,	0
1004881,	3608794,	0
1004881,	3608794,	0
1005100,	8308008,	0
1005100,	8308008,	0
1006908,	4420126,	0
1006908,	4420126,	0
1006937,	9006875,	0
1006937,	9006875,	0
1007356,	2087023,	0
1007356,	2087023,	0
1008487,	1813250,	0
1008487,	1813250,	0
1008685,	2419834,	0
1008685,	2419834,	0
1009152,	2578188,	0
1009152,	2578188,	0
1009495,	7019873,	0
1009495,	7019873,	0
1009518,	2563724,	0
1009518,	2563724,	0
1009666,	3082697,	0
1009666,	3082697,	0
1010162,	4580840,	0
1010162,	4580840,	0
1010306,	6977592,	0
1010306,	6977592,	0
1010311,	5612758,	0
1010311,	5612758,	0
1010691,	3371507,	0
1010691,	3371507,	0
1010851,	2964879,	0
1010851,	2964879,	0
1010885,	7847329,	0
1010885,	7847329,	0
1011573,	3200264,	0
1011573,	3200264,	0
1011705,	6264440,	0
1011705,	6264440,	0
1011830,	3726594,	0
1011830,	3726594,	0
1012621,	3319570,	0
1012621,	3319570,	0
1013115,	4963703,	0
1013115,	4963703,	0
1013220,	8204749,	0
1013220,	8204749,	0
1013396,	2065085,	0
1013396,	2065085,	0
1013459,	9617817,	0
1013459,	9617817,	0
1013608,	4594999,	0
1013608,	4594999,	0
1013792,	1143351,	0
1013792,	1143351,	0
1014226,	5070818,	0
1014226,	5070818,	0
1014278,	6844765,	0
1014278,	6844765,	0
1014455,	5471041,	0
1014455,	5471041,	0
1014463,	8050948,	0
1014463,	8050948,	0
1014708,	4406340,	0
1014708,	4406340,	0
1014721,	4369744,	0
1014721,	4369744,	0
1016240,	3428077,	0
1016240,	3428077,	0
1017723,	6911645,	0
1017723,	6911645,	0
1017977,	8996988,	0
1017977,	8996988,	0
1018249,	1557180,	0
1018249,	1557180,	0
1018585,	5127166,	0
1018585,	5127166,	0
1019002,	2488912,	0
1019002,	2488912,	0
1019236,	2660706,	0
1019236,	2660706,	0
1019522,	1088477,	0
1019522,	1088477,	0
1020070,	9089600,	0
1020070,	9089600,	0
1020489,	3058363,	0
1020489,	3058363,	0
1021024,	5824384,	0
1021024,	5824384,	0
1021245,	1179597,	0
1021245,	1179597,	0
1021344,	7363119,	0
1021344,	7363119,	0
1021494,	3798433,	0
1021494,	3798433,	0
1021611,	4830085,	0
1021611,	4830085,	0
1022394,	4835484,	0
1022394,	4835484,	0
1023393,	2339984,	0
1023393,	2339984,	0
1023539,	9610034,	0
1023539,	9610034,	0
1024019,	6767024,	0
1024019,	6767024,	0
1024428,	7904567,	0
1024428,	7904567,	0
1024981,	5839637,	0
1024981,	5839637,	0
1025333,	5907319,	0
1025333,	5907319,	0
1026227,	5265591,	0
1026227,	5265591,	0
1026770,	2148153,	0
1026770,	2148153,	0
1026786,	1847924,	0
1026786,	1847924,	0
1026796,	5482758,	0
1026796,	5482758,	0
1027504,	2319812,	0
1027504,	2319812,	0
1030043,	9171404,	0
1030043,	9171404,	0
1030496,	3532648,	0
1030496,	3532648,	0
1030869,	7455319,	0
1030869,	7455319,	0
1031412,	2414220,	0
1031412,	2414220,	0
1031429,	5309964,	0
1031429,	5309964,	0
1031591,	5874686,	0
1031591,	5874686,	0
1031733,	5113828,	0
1031733,	5113828,	0
